document,document_id,source,location,doc_relation,notes,url,content,admin_url
JRL Series B 3858 (PGPID 5240),5240,Oded Zinger.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1736/change/
JRL SERIES B 2002 (PGPID 5230),5230,J. Marglin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1717/change/
JRL Series B 3727 (PGPID 5214),5214,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1728/change/
ENA 2805.8 + ENA 1822a.28 (PGPID 722),722,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1134/change/
JRL Series A 668 (PGPID 5256),5256,P. Lieberman.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1703/change/
JRL Series A 284 (PGPID 5205),5205,R. E. Margariti.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1693/change/
ENA 2805.6 (PGPID 719),719,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1129/change/
JRL SERIES B 2490 (PGPID 5245),5245,Oded Zinger.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1720/change/
"T-S NS J241 + Moss. IV,21.1 + T-S NS J240 + T-S 20.137 + T-S NS J1 + JRL Series B 4089 (PGPID 5232)",5232,J. Marglin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1743/change/
JRL Series B 3819 (PGPID 5217),5217,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1734/change/
T-S 8J11.18 (PGPID 1868),1868,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4324/change/
ENA 3014.3 (PGPID 735),735,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1167/change/
ENA 2805.11 (PGPID 691),691,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1075/change/
T-S 10J20.17 (PGPID 1530),1530,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2360/change/
JRL Series A 636 (PGPID 5202),5202,P. Lieberman.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1700/change/
JRL Series A 1043 (PGPID 5207),5207,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1690/change/
ENA 2805.7 (PGPID 721),721,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1131/change/
JRL Series B 3784 (PGPID 5234),5234,J. Marglin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1733/change/
"Moss. IV,88 (PGPID 5399)",5399,Oded Zinger.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1907/change/
NLI 577.3/1 (PGPID 847),847,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2023/change/
JRL Series B 3771 (PGPID 5216),5216,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1732/change/
ENA 2805.17 (PGPID 699),699,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1089/change/
JRL SERIES B 4351 (PGPID 5225),5225,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1750/change/
JRL Series B 4182 (PGPID 5239),5239,Oded Zinger.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1747/change/
ENA 2805.16 (PGPID 697),697,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1086/change/
JRL Series A 685 (PGPID 5250),5250,J. Marglin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1707/change/
JRL SERIES B 4875 (PGPID 5227),5227,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1756/change/
JRL SERIES A 866 (PGPID 5203),5203,P. Lieberman.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1714/change/
JRL Series B 3858 (PGPID 5241),5241,Oded Zinger.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1737/change/
JRL Series A 1159 (PGPID 5204),5204,P. Lieberman.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1691/change/
JRL Series B 4168 (PGPID 5222),5222,Arnold Franklin.,,Edition,recto only,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1745/change/
JRL Series A 527 (PGPID 5248),5248,J. Marglin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1697/change/
JRL Series B 4205 (PGPID 5223),5223,Arnold Franklin.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1748/change/
JRL Series A 337 (PGPID 5201),5201,P. Lieberman.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1696/change/
ENA 2805.2 + ENA 2740.3 (PGPID 712),712,A. L. Udovitch.,,Edition,edition of ENA 2805.2 (upper fragment),,None,https://geniza.princeton.edu/admin/footnotes/footnote/1101/change/
AIU XII.29 (PGPID 30942),30942,Marina Rustow and Naïm Vanthieghem.,,Edition,,https://docs.google.com/document/d/1YR8SoWADD7V7NcIaJDoJUJWxtjH6fDMJPUwg5End170/edit,None,https://geniza.princeton.edu/admin/footnotes/footnote/16495/change/
ENA 2805.25 (PGPID 709),709,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1114/change/
T-S 12.780 (PGPID 1696),1696,A. L. Udovitch.,,Edition,With minor emendations by Alan Elbaum (2020),,None,https://geniza.princeton.edu/admin/footnotes/footnote/2966/change/
ENA 2805.25 (PGPID 710),710,A. L. Udovitch.,,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1112/change/
"Moss. IV,9 + T-S NS 312.98 + T-S 8J31.4 + T-S 6J9.12 (PGPID 3783)",3783,"Roni Shweka, ""And every day they make quarrels"": A chapter from the history of the Jewish community in Jerusalem in the 13th century according to letters of R. Yehiel the Frenchman‎"" (in Hebrew), Sefunot‎ 25, no. 1 (2017).",,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6651/change/
T-S Ar.30.232 + T-S NS 83.19 (PGPID 20354),20354,"Avraham David, ""Between Ashkenaz and the East in the Sixteenth Century: Ashkenazic Jews in the Land of Israel as Reflected in the Cairo Geniza‎"" (in Hebrew), in Rishonim ve-Aharonim, From Sages to Savants: Studies Presented to Avraham Grossman‎ (2010).",pp. 314–15,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6645/change/
T-S AS 162.167 + T-S AS 151.29 (PGPID 9173),9173,"Oded Zinger, ""You and I will enjoy each other's company until God decrees our death in the Land of Israel"": a letter from the Cairo Genizah on aliyah and pilgrimage‎"" (in Hebrew), Cathedra‎ 174 (2020).",,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15648/change/
Bodl. MS heb. c 72/10 (PGPID 6442),6442,"Me'ir Benayahu, ""Iske sefarim ben Kandiyah le-Mitsrayim‎"" (in Hebrew), in Yad le-Heman : ḳovets meḥḳarim le-zekher A.M. Habermann‎ (1983).",,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6499/change/
Bodl. MS heb. c 72/14 (PGPID 6443),6443,"Me'ir Benayahu, ""Iske sefarim ben Kandiyah le-Mitsrayim‎"" (in Hebrew), in Yad le-Heman : ḳovets meḥḳarim le-zekher A.M. Habermann‎ (1983).",,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/321/change/
ENA 1822a.48 (PGPID 2593),2593,"Moshe Gil and Simonsohn, ""Od le-toldot ha-Yehudim be-Sitsilyah be-tekufah ha-Normanit‎"" (in Hebrew), in Daniel Carpi Jubilee Volume‎ (1996).",pp. 41–42,Translation ; Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/913/change/
T-S 8J21.12 (PGPID 5304),5304,"Mordechai Akiva Friedman, ""A Bitter Protest about Elimination of Piyyutim from the Service — A Request to Appeal to the Sultan‎"" (in Hebrew), Pe'amim‎, no. 78 (1999).",pp. 137-45,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4580/change/
T-S NS 308.119 (PGPID 4248),4248,"Norman Stillman, ""A Case of Labor Problems in Medieval Egypt,"" International Journal of Middle East Studies 5, no. 2 (1974).","pp. 197ff, 200f",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6413/change/
T-S 12.582 (PGPID 1684),1684,"S. D. Goitein, ""A Document from the African Port Aidab in the Age of the Head of the Academy Joshua b. Dosa‎"" (in Hebrew), Tarbiz‎ 21, no. 3 (1950).",pp. 186-187,Edition,with correction from his personal offprint,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2910/change/
ENA NS I.40 (PGPID 9273),9273,"Moshe Gil and Ethel Broido, A History of Palestine, 634–1099 (1992).",233,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16386/change/
T-S 13J15.5 (PGPID 968),968,"Moshe Gil and Ethel Broido, A History of Palestine, 634–1099 (1992).",235,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16444/change/
T-S 13J33.5 (PGPID 1126),1126,"Moshe Gil and Ethel Broido, A History of Palestine, 634–1099 (1992).",238,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16468/change/
ENA NS 48.15 (PGPID 857),857,"Moshe Gil and Ethel Broido, A History of Palestine, 634–1099 (1992).",244,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16469/change/
BL OR 5561A.1 (PGPID 6246),6246,"Moshe Gil and Ethel Broido, A History of Palestine, 634–1099 (1992).","p. 203, n. 77; p. 250, n. 31; p. 519, n. 26",Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15966/change/
T-S 20.97 (PGPID 20115),20115,"Moshe Gil and Ethel Broido, A History of Palestine, 634–1099 (1992).","pp. 500, 664–65, 666–67",Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16225/change/
T-S 8J26.19 (PGPID 17210),17210,"S. D. Goitein, ""A Jewish Addict to Sufism: In the Time of the Nagid David II Maimonides,"" The Jewish Quarterly Review 44, no. 1 (1953).",,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15898/change/
T-S Ar.4.5 (PGPID 1259),1259,"S. D. Goitein, ""A Jewish Business Woman of the Eleventh Century,"" The Jewish Quarterly Review 57 (1967).",pp. 239-241,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5126/change/
T-S 10J7.10 (PGPID 1562),1562,"S. D. Goitein, ""A Jewish Business Woman of the Eleventh Century,"" The Jewish Quarterly Review 57 (1967).",pp. 241-242,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2536/change/
T-S 10J7.10 (PGPID 35310),35310,"S. D. Goitein, ""A Jewish Business Woman of the Eleventh Century,"" The Jewish Quarterly Review 57 (1967).",pp. 241-242,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16201/change/
T-S 13J25.24 (PGPID 17045),17045,"Geoffrey Khan, ""A Judaeo-Arabic Commercial Letter from Early Nineteenth Century Egypt,"" Ginzei Qedem 2, no. 1 (2006).",,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6832/change/
Bodl. MS heb. d 79/36 (PGPID 2577),2577,"Norman Golb, ""A Judaeo-Arabic Court Document of Syracuse, A. D. 1020,"" Journal of Near Eastern Studies 32, no. 1 (1973).",pp. 119ff,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/477/change/
JRL Series L 192 (PGPID 30268),30268,"Geoffrey Khan, ""A Judaeo-Arabic Document from Ottoman Egypt in the Rylands Genizah Collection,"" in From Cairo to Manchester: Studies in the Rylands Genizah Fragments (2013).",,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6760/change/
T-S NS 188.20 (PGPID 2322),2322,"Friedrich Niessen, ""A Judaeo-Arabic Fragment of a Samaritan Chronicle from the Cairo Geniza,"" Journal of Semitic Studies 47, no. 2 (2002).",pp. 215-236,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5799/change/
"Moss. VII,43 + T-S Ar.53.53 (PGPID 3911)",3911,"Oded Zinger, ""A Karaite-Rabbanite Court Session in mid-Eleventh Century in Egypt,"" Ginzei Qedem 13, no. 1 (2017).",Doc. A,Edition ; Translation ; Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15915/change/
T-S AS 145.299 + T-S AS 135.261 + T-S AS 104.178 + T-S NS 145.160 + T-S NS 324.75 + T-S 6J2.26 (PGPID 4285),4285,"Oded Zinger, ""A Karaite-Rabbanite Court Session in mid-Eleventh Century in Egypt,"" Ginzei Qedem 13, no. 1 (2017).",Doc. B,Edition ; Translation ; Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15916/change/
ENA 2727.13a (PGPID 11220),11220,"Oded Zinger, ""A Karaite-Rabbanite Court Session in mid-Eleventh Century in Egypt,"" Ginzei Qedem 13, no. 1 (2017).",,Edition ; Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15917/change/
Bodl. MS heb. c 72/18 (PGPID 32101),32101,"Dotan Arad and Esther-Miriam Wagner, ""A Letter by Isaac Bayt ʿAṭṭān to Moses b. Judah (1480s),"" in A Handbook and Reader of Ottoman Arabic (2021).",,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6753/change/
IOM D 55.13 (PGPID 846),846,"S. D. Goitein, ""A Letter by Labrat ben Moses ben Sighmar, Dayyan of Al-Maḥdiyya‎"" (in Hebrew), Tarbiz‎ 36, no. 1 (1966).",pp. 64–67,Edition,As corrected by Goitein in his offprint. With minor emendations by Alan Elbaum (2020),,None,https://geniza.princeton.edu/admin/footnotes/footnote/1685/change/
T-S 13J33.7 (PGPID 1128),1128,"S. D. Goitein, ""A Letter from Judah ben Samuel of Badajoz, Castile, to Judah Hallewi‎"" (in Hebrew), Tarbiz / תרביץ‎ 30, no. 1 (1961).",pp. 381-383,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3554/change/
Yevr. III B 1105 (PGPID 9083),9083,"S. D. Goitein, ""A Letter from R. Yehuda Hallewi's Circle‎"" (in Hebrew), Tarbiz / תרביץ‎ 35, no. 3 (1966).",pp. 274–77,Edition,as corrected by Goitein in his offprint,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6214/change/
T-S 13J21.17 (PGPID 1025),1025,"S. D. Goitein, ""A Letter of Historical Importance From Seleucia (Selefke), Cilicia, Dated 21 July 1137‎"" (in Hebrew), Tarbiz / תרביץ‎ 27, no. 4 (1958).",pp. 528–35,Edition,"with corrections from his personal offprint. Minor revisions by Alan Elbaum, 11/2019. See also Holo, Byzantine Jews in the Mediterranean Economy, pp. 60–62 and throughout.",https://www.academia.edu/42909410/S.D._Goitein_A_Letter_of_Historical_Importance_From_Seleucia_Selefke_Cilicia_Dated_21_July_1137_Tarbiz_vol._27_no._4_July_1958_521-535_Hebrew_,None,https://geniza.princeton.edu/admin/footnotes/footnote/3290/change/
T-S 10J16.12 (PGPID 1519),1519,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",p. 237,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2263/change/
T-S 13J27.1 (PGPID 1087),1087,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",p. 248,Edition,as corrected by Goitein in his offprint,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3457/change/
CUL Or.1080 J179 (PGPID 2264),2264,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",p. 252,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/691/change/
Bodl. MS heb. a 2/22 (PGPID 498),498,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",p. 254,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/155/change/
T-S 8J15.17 (PGPID 1932),1932,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",pp. 233–34,Edition,as corrected by Goitein in his offprint.,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6465/change/
T-S 6J7.3 (PGPID 3647),3647,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",pp. 240–41,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6467/change/
T-S 16.63 (PGPID 1744),1744,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",pp. 244–45,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3891/change/
T-S NS J165 (PGPID 1409),1409,"S. D. Goitein, ""A Letter to Maimonides and New Sources regarding the Negidim of this Family‎"" (in Hebrew), Tarbiz / תרביץ‎ 34, no. 3 (1965).",pp. 248–49,Edition,as corrected by Goitein in his offprint.,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6466/change/
T-S 8J23.17 (PGPID 3684),3684,"Melammed, ""A Look at Women's Lives in Cairo Geniza Society,"" in Festschrift Darkhei Noam: The Jews of Arab Lands (2015).",,Edition,With minor emendations by Alan Elbaum (2020),,None,https://geniza.princeton.edu/admin/footnotes/footnote/4620/change/
"Moss. II,195 (PGPID 877)",877,"S. D. Goitein, ""A Maghrebi Living in Cairo Implores His Karaite Wife to Return to Him,"" The Jewish Quarterly Review 73, no. 2 (1982).",pp. 144-145,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1873/change/
T-S K25.251 (PGPID 8594),8594,"S. D. Goitein, ""A Mansion in Fustat: A Twelfth-Century Description of a Domestic Compound in the Ancient Capital of Egypt,"" in The Medieval City (1977).",,Edition ; Translation,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6798/change/
ENA 4020.35 (PGPID 2410),2410,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 2.",26,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15838/change/
T-S Ar.54.78 (PGPID 8333),8333,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 3.",85–86,Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16190/change/
T-S AS 145.22 (PGPID 8615),8615,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 3.","C, 2, n. 121",Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16193/change/
AIU VII.A.17 (PGPID 6175),6175,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 3.","C, 2, n. 127",Discussion,"Also Med. Soc. Vol. IV, ix, A, 4, n. 124",,None,https://geniza.princeton.edu/admin/footnotes/footnote/6772/change/
T-S 10J2.15 (PGPID 7757),7757,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 1.","ii, 7, n. 101",Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16000/change/
T-S 10J23.1 (PGPID 7914),7914,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 1.","ii, 7, n. 108",Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16026/change/
T-S 10J21.4 (PGPID 7903),7903,"S. D. Goitein, A Mediterranean society; the Jewish communities of the Arab world as portrayed in the documents of the Cairo Geniza (1967), vol. 3.","IX, B, 2, n. 65; B, 5, n.17",Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15991/change/
